event_id,name,clean_description,location_room,start_date_clean,start_time,end_time,pre_reg_flag,paid_flag,laptop_flag,speakers_cleaned,session_type,keywords,skill_level,session_title
4283,An introduction to data visualization with Tableau (Hosted by Tableau),"Skill level: Beginner. Participants will get an introduction to Tableau and the Tableau Public platform. In this hands-on session, we will use a simple data set to create an interactive visualization ready for publication. We will look at how to quickly create maps in Tableau and how to make the final chart responsive so it can be seen on different devices. Software, data files and laptops are provided for the duration of the class. In the course of the session we will create a free account on Tableau Public. ",Coral Cove - conference level,2019-03-07,2019-03-07 09:00:00,2019-03-07 10:00:00,FALSE,FALSE,FALSE,"Florian Ramseger & Jonni Walker, Tableau Software",Hands-on,NA,Beginner,An introduction to data visualization with Tableau (Hosted by Tableau)
4340,"An introduction to data visualization with Tableau (repeat, hosted by Tableau)","Skill level: Beginner. Participants will get an introduction to Tableau and the Tableau Public platform. In this hands-on session, we will use a simple data set to create an interactive visualization ready for publication. We will look at how to quickly create maps in Tableau and how to make the final chart responsive so it can be seen on different devices. Software, data files and laptops are provided for the duration of the class. In the course of the session we will create a free account on Tableau Public. ",Coral Cove - conference level,2019-03-07,2019-03-07 14:15:00,2019-03-07 15:15:00,FALSE,FALSE,FALSE,"Florian Ramseger & Jonni Walker, Tableau Software",Hands-on,NA,Beginner,"An introduction to data visualization with Tableau (repeat, hosted by Tableau)"
4311,Analyzing birth and death data: The wonders of CDC WONDER,"From birth to death: CDC WONDER is indispensable if you're analyzing local, regional or national rates for cancer. Or suicide. Or premature birth. Or pedestrian traffic fatalities. Or fatal drug overdoses. It's a powerful front end to query tens of millions of birth and death certificates; the national cancer registry; and more. Bonus: A gentle introduction to age-adjusted rates. Bring your laptop to follow along. ",Salon 1&2,2019-03-09,2019-03-09 09:00:00,2019-03-09 10:00:00,FALSE,FALSE,FALSE,"Paul Overberg, The Wall Street Journal",Demo,NA,NA,Analyzing birth and death data: The wonders of CDC WONDER
4224,ArcGIS Online: Connect the where and the why with interactive demographic maps,"Demographic information can add critical context to any story. When paired with location, it can help explain why things happen where they do. Join us for a hands-on session where we’ll explore visualization- and analysis-ready datasets available to use in your stories. We’ll show you how to quickly find authoritative content in ArcGIS Online, run powerful spatial analyses, and create responsive web apps to support your reporting. You will get hands-on experience with the browser-based ArcGIS Online. Anyone who attends this session will also receive complimentary access to ArcGIS Pro, ArcGIS Online, and ArcGIS Maps for Office so you can continue your visualization journey long after you leave the conference. This session is good for: Anyone who’s wanted to dig into demographics but wasn’t sure where or how to start and those interesting in telling visual stories with that data. ",Diamond Cove - conference level,2019-03-08,2019-03-08 16:45:00,2019-03-08 17:45:00,FALSE,FALSE,FALSE,"Robby Deming, Esri; Christopher Vaillancourt, Esri ",Hands-on,NA,Intermediate,ArcGIS Online: Connect the where and the why with interactive demographic maps
4160,Archiving digital journalism,"Digital journalism is disappearing. Chances are, if you read a cool piece of interactive journalism on the web today, that same story won't be online in two years. How can we stop this erosion? How can you, as an individual journalist, make sure that your clips remain available online after you switch jobs? In this panel, journalists and librarians will explain how tools borrowed from libraries and from the field of reproducible scientific research can help ensure that we'll be able to read today's news on tomorrow's computers. We'll talk about ways to use the most popular online archiving site, the Internet Archive; we'll talk about simple strategies for saving visual journalism, and we'll give an update on an exciting new project to preserve news apps. ",Salon A&B,2019-03-07,2019-03-07 09:00:00,2019-03-07 10:00:00,FALSE,FALSE,FALSE,"Katherine Boss, New York University; Meredith Broussard, New York University (moderator); Ben Welsh, Los Angeles Times",Panel,NA,General interest,Archiving digital journalism
4397,Avant garde data viz,"You know all the rules of data viz — north belongs at the top of maps, timelines read left to right, bar charts are used for comparison. Now it's time to break the rules. This panel will explore when and why to break with convention, and when not to. We'll look at the best examples of unconventional data viz and show how you can mix up your own work in new and interesting ways. ",Salon A&B,2019-03-07,2019-03-07 11:30:00,2019-03-07 12:30:00,FALSE,FALSE,FALSE,"Scott Klein, ProPublica (moderator); Nonny de la Pena, Emblematic Group; Rachel Binx, Netflix",Panel,NA,Advanced,Avant garde data viz
4356,Become an instant expert,"Are you looking for sources on social media, government websites, academic papers? What if you're looking for local Facebook pages about Donald Trump, but Trump's page himself keeps popping up? What if you're looking for government reports on Obamacare and you keep getting weird health blogs? What if you could filter all this out with a little website called Google dot com? We'll go over some of the lesser-known Google filters like ""related:"", ""location:"" and ""-inurl:"" ",Salon D,2019-03-07,2019-03-07 14:15:00,2019-03-07 15:15:00,FALSE,FALSE,FALSE,"Dan Russell, Google",Demo,NA,General interest,Become an instant expert
4177,Before you ever start your analysis,"Don't just rush out and file that FOIA! Though requesting or finding data is often an early step in a data-driven story, not giving enough thought to what it is you're gathering can lead to weeks or months of delays, only to discover the data you get doesn’t fit your needs. We’ll show you why putting your reporting skills to work and planning your analysis before filing a public records request can pay off big time. We’ll give you a checklist of questions to ask and red flags to watch out for to ensure you get your story off to a good start. This session will be interactive and prizes will be awarded to some lucky attendees. ",Salon C,2019-03-07,2019-03-07 10:15:00,2019-03-07 11:15:00,FALSE,FALSE,FALSE,"Jaimi Dowdell, Reuters; Rob Barry, Wall Street Journal; MaryJo Webster, Star Tribune (moderator)",Panel,NA,Beginner,Before you ever start your analysis
4370,Behind the story: Case Cleared,"This panel takes a rare deep dive behind the scenes of ""Case Cleared,” a year-long joint investigation from Newsy, Reveal from the Center for Investigative Reporting and ProPublica. Their work uncovered how dozens of police agencies in America are inflating clearance rates for rape by making many rape cases look as if they are solved when they are simply closed with no arrest. The team will share reporting methods you can apply to discover key sources that will bring data-heavy stories to life, transforming them into stories that drive impact, and talk about the special challenges of doing that on subjects as sensitive as rape. The team will also describe its continuing collection of rape prosecution data and how you can be a part of that ongoing work and access our data to check on your local police. ",Salon D,2019-03-09,2019-03-09 15:30:00,2019-03-09 16:30:00,FALSE,FALSE,FALSE,"Mark Fahey &  Mark Greenblatt, Scripps/Newsy; Nadia Hamdan, KUT; Emily Harris, Reveal, Sophie Chou, ProPublica",Panel,NA,NA,Behind the story: Case Cleared
4341,Being scrappy: Doing data journalism as a team of one,"In many small to medium-sized newsrooms, you could find yourself the only person doing data or interactive journalism. In this NICAR Commons session, we will share tips, tricks and strategies that will help get your data stories published as a team of one. We will also discuss suitable project types that a one-person or scrappy small team is much more efficient at getting done. ",Del Mar,2019-03-09,2019-03-09 10:15:00,2019-03-09 11:15:00,FALSE,FALSE,FALSE,"Taeler De Haes, KYTX CBS 19; Moiz Syed, The Intercept ",Commons,NA,Beginner,Being scrappy: Doing data journalism as a team of one
4184,Bring your investigative reporting to life using animation and illustrations,"Got court transcripts of a particular riveting moment during a trial? Need readers to understand a wonky concept that’s hard to explain in writing? This panel will show you new ways animation and illustrations can bring important moments of your investigation that happened behind closed doors or inside a computer to life. You will learn how investigative journalists and animators have used illustrations of courtrooms, nursing homes, and prison cells to “re-create” and animate crucial moments in an investigation that no one had access to. We will share how animation works and what best practices producers have developed in their newsrooms, whether or not they had access to fancy software. We will also tackle ethical pitfalls that investigative journalists have faced using animations and cover how to get started producing your own explainer video a la Vox. ",Cardiff,2019-03-08,2019-03-08 15:30:00,2019-03-08 16:30:00,FALSE,FALSE,FALSE,"Ranjani Chakraborty, Vox Media; Blake Nelson, NJ Advance Media;  Hilke Schellmann, New York University (moderator)  ",Panel,NA,General interest,Bring your investigative reporting to life using animation and illustrations
4171,Building a data library in your newsroom,"Stockpiling data helps your newsroom be ready for breaking news, mine data for tips, provides context for multiple stories, offers content for visualizations, and build data literacy among reporters, editors and producers. But there are crucial questions to ask before you build your data arsenal: What databases does your newsroom need? What databases will be used for more than one story, serve as a reference library and improve with annual updates? What technology should you use to house data and what tools would make it accessible across the newsroom? What metadata and documentation should be attached? ",Cardiff,2019-03-07,2019-03-07 15:30:00,2019-03-07 16:30:00,FALSE,FALSE,FALSE,"Acton Gorton, Chicago Tribune (moderator); Brant Houston, University of Illinois; Meghan Hoyer, Associated Press ",Panel,NA,General interest,Building a data library in your newsroom
4183,Building and telling a bulletproof data story,"Whether you’re the lone data-cruncher in your organization or the manager of a big-time newsroom, we’re going to share techniques everyone can use to ensure they’ve got bulletproof data. We will first go over questions everyone should ask to avoid dangerous mistakes and assumptions, and then give tips on how to incorporate that data into a compelling story. ",Salon C,2019-03-09,2019-03-09 09:00:00,2019-03-09 10:00:00,FALSE,FALSE,FALSE,"Matt Dempsey, Houston Chronicle; Pam Dempsey, Midwest Center for Investigative Reporting; Andy Lehren, NBC News (moderator) ",Panel,NA,General interest,Building and telling a bulletproof data story
4218,Building your own database,"In this hands-on session we'll turn some paper records into machine-readable data. Along the way we'll learn the best practices of structuring a data set and entering data, and we'll talk about pitfalls such as data types, unstandardized data and memo fields. **You must bring a laptop and have a Google account to participate in this session. This session is good for: Anyone familiar with the basics of spreadsheets and frustrated by paper records. ",Mariner Cove - conference level,2019-03-07,2019-03-07 14:15:00,2019-03-07 15:15:00,FALSE,FALSE,FALSE,"Steven Rich, The Washington Post ",Hands-on,NA,Beginner,Building your own database
4277,Building your own database (repeat),"In this hands-on session, we'll turn some paper records into machine-readable data. Along the way, we'll learn the best practices of structuring a data set and entering data, and we'll talk about pitfalls such as data types, unstandardized data and memo fields. **You must bring a laptop and have a Google account to participate in this session. This session is good for: Anyone familiar with the basics of spreadsheets and frustrated by paper records. ",Mariner Cove - conference level,2019-03-08,2019-03-08 16:45:00,2019-03-08 17:45:00,FALSE,FALSE,FALSE,"Matt Carroll, Northeastern University",Hands-on,NA,NA,Building your own database (repeat)
4193,Calling bullshit: Data reasoning in a digital world,"The internet and information ecosystem today is awash in bullshit: junk science, fake news, biased algorithms, predatory publishing and on and on. Jevin West, a professor at the University of Washington, co-created a course to help students with the life skill of calling BS when necessary. West will talk about one aspect of this course: statistical trickery. This session will touch on conditional probabilities, fallacies, biases and what to make of p-values. ",Salon 1&2,2019-03-07,2019-03-07 11:30:00,2019-03-07 12:30:00,FALSE,FALSE,FALSE,"Jevin West, University of Washington ",Panel,NA,General interest,Calling bullshit: Data reasoning in a digital world
4381,CAR Conference registration (Friday),CAR Conference registration will be located in Salon EF on the lobby level of the Newport Beach Marriott. ,Salon EF,2019-03-08,2019-03-08 08:00:00,2019-03-08 17:00:00,TRUE,TRUE,FALSE,NA,General,NA,NA,NA
4383,CAR Conference registration (Saturday),CAR Conference registration will be located in Salon EF on the lobby level of the Newport Beach Marriott. ,Salon EF,2019-03-09,2019-03-09 08:30:00,2019-03-09 18:00:00,TRUE,TRUE,FALSE,NA,General,NA,NA,NA
4379,CAR Conference registration (Thursday),CAR Conference registration will be located in Salon EF on the lobby level of the Newport Beach Marriott. ,Salon EF,2019-03-07,2019-03-07 07:30:00,2019-03-07 18:00:00,TRUE,TRUE,FALSE,NA,General,NA,NA,NA
4377,CAR Conference registration (Wednesday),CAR Conference registration will be located in Salon EF on the lobby level of the Newport Beach Marriott. ,Salon EF,2019-03-06,2019-03-06 15:00:00,2019-03-06 18:00:00,TRUE,TRUE,FALSE,NA,General,NA,NA,NA
4382,CAR Conference sales (Friday),"Stop by the CAR Conference sales table and browse our merchandise, including the IRE bookstore's most popular titles and shirts with the winning design from the T-shirt contest. ",Salon EF,2019-03-08,2019-03-08 08:00:00,2019-03-08 17:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4384,CAR Conference sales (Saturday),"Stop by the CAR Conference sales table and browse our merchandise, including the IRE bookstore's most popular titles and shirts with the winning design from the T-shirt contest. ",Salon EF,2019-03-09,2019-03-09 08:30:00,2019-03-09 18:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4385,CAR Conference sales (Sunday),"Stop by the CAR Conference sales table and browse our merchandise, including the IRE bookstore's most popular titles and shirts with the winning design from the T-shirt contest. ",Salon EF,2019-03-10,2019-03-10 09:00:00,2019-03-10 10:30:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4380,CAR Conference sales (Thursday),"Stop by the CAR Conference sales table and browse our merchandise, including the IRE bookstore's most popular titles and shirts with the winning design from the T-shirt contest. ",Salon EF,2019-03-07,2019-03-07 07:30:00,2019-03-07 18:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4378,CAR Conference sales (Wednesday),"Stop by the CAR Conference sales table and browse our merchandise, including the IRE bookstore's most popular titles and shirts with the winning design from the T-shirt contest. ",Salon EF,2019-03-06,2019-03-06 15:00:00,2019-03-06 18:00:00,FALSE,FALSE,FALSE,NA,General,NA,NA,NA
4302,CAR throwback,"This year, we’re going way, way back. We’ll take you on a ride on the Information Superhighway 1990s style. We’ll tell you about the tools we used to work with records on a computer! Expect classic NICAR datasets, dated references and more lame jokes. Along with the history lesson, we will provide some of the same data tips that are vital to data journalism. ",Salon C&D,2019-03-08,2019-03-08 14:15:00,2019-03-08 15:15:00,FALSE,FALSE,FALSE,"Jennifer LaFleur, Investigative Reporting Workshop (moderator); Cheryl Phillips, Stanford University; Aron Pilhofer, Temple University",Demo,NA,General interest,CAR throwback
4196,Career roundtable,Looking for advice on how to take the next step in your career? Get practical tips from panelists who will talk about their own experiences and discuss what employers are looking for. ,Salon 1&2,2019-03-08,2019-03-08 16:45:00,2019-03-08 17:45:00,FALSE,FALSE,FALSE,"Michelle Minkoff, The Associated Press; Lee Zurik, WVUE-New Orleans (moderator); Alden Loury, WBEZ; Soo Oh, The Wall Street Journal; Coburn Dukehart, Wisconsin Center for Investigative Journalism",Panel,NA,NA,Career roundtable
4352,College sports finances: Where the money comes from and where the money goes,"The playing field is about to change in college athletics. Lawsuits and other challenges are expected to fundamentally change the way college sports -- and especially football -- are financed and played. But how to cover the ongoing story? Who will end up as winners and who will lose out? This interactive session will provide attendees a hands-on opportunity (bring your laptop!) to use the Knight Commission’s NCAA Division I Athletic and Academic Spending Database to understand the financial landscape for Division I college sports, and the differences between well-resourced athletics programs and the ones that depend on school resources. Specific tools for reporters to compare financial statements and trends over time will be revealed for the first time at the 2019 CAR conference. These resources can help lead to enlightening and impactful stories about schools' athletics programs in your region. ",Cardiff,2019-03-09,2019-03-09 14:15:00,2019-03-09 15:15:00,FALSE,FALSE,FALSE,"Scott Hirko, Knight Commission on Intercollegiate Athletics; Jodi Upton, Syracuse University ",Demo,NA,General interest,College sports finances: Where the money comes from and where the money goes
4223,Command line on Macs,"Too often in data journalism we forget about the basics. And it doesn't get as basic as the command line. Even knowing a little will make your job easier. Mother Jones reporter AJ Vicens will run through some simple commands, dive into working with spreadsheets and show you some handy tools he frequently uses at work. This session is good for: People who feel intimidated by the command line on their computer, but want to explore the power of command line tools. ",Salon 5,2019-03-09,2019-03-09 09:00:00,2019-03-09 10:00:00,FALSE,FALSE,FALSE,"AJ Vicens, Mother Jones",Hands-on,NA,Intermediate,Command line on Macs
4367,Connecting the dots with health data: The Implant Files case,"The Implant Files investigation involved a global effort of more than 1,500 FOI requests to gather data on medical devices in different parts of the world. It was a collaboration that involved more than 250 journalists in 36 countries. As a result, ICIJ released the first International Medical Devices Database that facilitates the exploration of more than 75,000 recalls, safety alerts and field safety notices of medical devices and their connections with manufacturers. Join us to explore the possibilities this data collection has to offer and how to connect it with other health datasets to report on stories linked to the medical devices industry. ",Del Mar,2019-03-08,2019-03-08 09:00:00,2019-03-08 10:00:00,FALSE,FALSE,FALSE,"Emilia Diaz Struck, Margot Williams, Karrie Kehoe, Andy Lehren and Emily Siegel",Commons,NA,NA,Connecting the dots with health data: The Implant Files case
4186,"Cops, docs, and traffic stops: Criminal justice reporting through data","This panel explores the pathways of finding, capturing and using data to tell compelling and relevant criminal justice stories. The group will also share techniques for breaking through the thin blue line of secrecy, and how to avoid common pitfalls along the way. ",Cardiff,2019-03-08,2019-03-08 09:00:00,2019-03-08 10:00:00,FALSE,FALSE,FALSE,"Alain Stephens, inewsource (moderator); Alysia Santo, The Marshall Project; Anita Hassan, Las Vegas Review Journal; Ben Poston, Los Angeles Times  ",Panel,NA,General interest,"Cops, docs, and traffic stops: Criminal justice reporting through data"
4153,Covering immigration with data,"Migration will continue to be one of the most important issues reporters will need to cover responsibly -- this session will provide a rundown of data available on all the aspects of migration: immigration, asylum-seekers, refugees and refugee camps, detained families and children, etc., the stories that have come out of that data, and the potential stories that could come out of that data. ",Salon A&B,2019-03-08,2019-03-08 14:15:00,2019-03-08 15:15:00,FALSE,FALSE,FALSE,"Nausheen Husain, The Chicago Tribune (moderator);  Ryan McNeill, Reuters; Christine Mehta, Syracuse University",Panel,NA,Beginner,Covering immigration with data
4161,Covering the 2020 Census,"Census 2020 is less than a year away, and many different kinds of reporting will be required to adequately cover it. From lawsuits and policies to misinformation campaigns on social media, to the new changes to differential privacy rules around data release, a journalist working the census has a vast beat. Local outlets have a special responsibility to make sure their communities are informed of the impact of being adequately counted. This means stories that underscore the importance of a good count (for both political as well as economic reasons -- nearly $900 billion a year in federal funds will return to communities based on these counts), and make sure their vulnerable populations are being addressed. This panel discussion will cover the different aspects involved in adequately covering the 2020 Census, including both Census officials and journalists currently on the beat. ",Salon C,2019-03-07,2019-03-07 14:15:00,2019-03-07 15:15:00,FALSE,FALSE,FALSE,"Mark Hansen, Columbia Journalism School ; Hansi Lo Wang, NPR ; Jodi Upton, Syracuse University (moderator) Gerson Vasquez, The U.S. Census Bureau ",Panel,NA,General interest,Covering the 2020 Census
4148,"Creating inclusive, welcoming teams","When news organizations create a culture built on inclusion and equity, they can better support their staff and provide more representative, impactful journalism to the communities they serve. We'll discuss tactics and strategies for building diverse teams, where decision-making power is transparent and there are clear career and leadership pathways for journalists of color and other marginalized journalists. ",Salon A&B,2019-03-08,2019-03-08 10:15:00,2019-03-08 11:15:00,FALSE,FALSE,FALSE,"Peggy Bustamante, University of Southern California-Annenberg; Cheryl W. Thompson, NPR (moderator); Erika Owens, OpenNews",Panel,NA,General interest,"Creating inclusive, welcoming teams"
4271,Creating your first satellite image,"In this hands-on training, we'll learn how to find, download, combine, and turn data captured by satellites into ready-for-publication images. We'll learn three ways to do this, one using entirely point and click tools, another using the command line, and a third using Google Earth Engine. This session is good for someone who has never worked with satellite imagery before or wants a refresher. ",Copper Cove - conference level,2019-03-10,2019-03-10 11:30:00,2019-03-10 12:30:00,FALSE,FALSE,FALSE,"David Yanofsky, Quartz",Hands-on,NA,Beginner,Creating your first satellite image
4396,Creative ways to teach difficult concepts,"Teaching data journalism in newsrooms and at universities has forced us to come up with creative techniques. We wrote The SQL Song to help one group of boot camp attendees understand the order of commands. In an attempt to help students fine-tune their programs, we did a game show called Query Cash. To make string functions make more sense, we’ve created silly, but useful performances. Bring your fun ideas and we can work out creative solutions together. ",Del Mar,2019-03-09,2019-03-09 16:45:00,2019-03-09 17:45:00,FALSE,FALSE,FALSE,"Jennifer LaFleur, Investigative Reporting Workshop yes); Jaimi Dowdell, Reuters",Commons,NA,General interest,Creative ways to teach difficult concepts
4233,csvkit,"Ever struggled with large data sets? Or need to quickly join or merge datasets without the benefit of a database? We will show you how to harness the awesome power of csvkit to wrangle large datasets on the command line. It's easy to use, fast and powerful. It's a must in every data journalist's toolbox. This session is good for: People who want a solution for working with multiple CSV files without having to open Excel or to join or merge files without a database. ",Salon 5,2019-03-09,2019-03-09 11:30:00,2019-03-09 12:30:00,FALSE,FALSE,FALSE,"Leila Haddou, The Times of London",Hands-on,NA,Intermediate,csvkit
4398,Cyberwar: Investigating hacking by advanced actors,"How to investigate warfare’s newest front: the cyber realm. We'll walk you through getting more information about this secretive world, including tracking down information about who owns what on the internet, disentangling server logs, studying IP addresses and analyzing malware and emails and more in this session. We’ll also talk about some of the tactics advanced hackers have used in the past to penetrate sensitive networks--and how those efforts can provide clues in future attacks. ",Salon 1&2,2019-03-09,2019-03-09 15:30:00,2019-03-09 16:30:00,FALSE,FALSE,FALSE,"Rob Barry, WSJ; Surya Mattu, The Markup",Panel,NA,Advanced,Cyberwar: Investigating hacking by advanced actors
4216,D3 in a reactive world,"In this session, we’ll introduce you to how we bridge the gap between visualization libraries like D3 and the latest component frameworks in JavaScript. We’ll show you how mixing the two can become a powerful way to build reusable chart components that will shortcut your dev time and extend the impact of your work. Students will get a reusable chart template they can take home. This session is good for: people with some background in D3. ",Copper Cove - conference level,2019-03-09,2019-03-09 09:00:00,2019-03-09 10:00:00,FALSE,FALSE,FALSE,"Beatrice Jin & Jon McClure, POLITICO",Hands-on,NA,Advanced,D3 in a reactive world
4296,Data blitz,"Like Lightning Talks, but for data. Five presenters will guide you through their favorite datasets. ",Salon A&B,2019-03-08,2019-03-08 11:30:00,2019-03-08 12:30:00,FALSE,FALSE,FALSE,"Jeremy Singer-Vine, Buzzfeed News",Demo,NA,General interest,Data blitz
4346,Data journalism educators resource swap,"If you teach a data journalism course or want to, join this NICAR Commons conversation and idea exchange. Bring your best teaching resources and assignments to share with others. And come ready to contribute to the discussion. What aspects of your courses and curriculum have produced the best results? What knowledge and skills do students need to secure an entry-level data reporting job? What data stories can students cover and add to their portfolio? How can we help IRE & NICAR update teaching resources? Educators: Upload your sample assignments, syllabi and discussion ideas for NICAR 2019. ",Del Mar,2019-03-07,2019-03-07 11:30:00,2019-03-07 12:30:00,FALSE,FALSE,FALSE,"Mark Berkey-Gerard, Rowan University; Dana Chinn, University of Southern California",Commons,NA,General interest,Data journalism educators resource swap
